id,planet_type,discovery_date,mass,planet_radius,orbital_radius,orbital_period,eccentricity,detection_method
3120,Neptune-like,2014,3.2 Earths,2.15 x Earth,0.105 AU,12.4 days,0.0,
3121,Neptune-like,2014,6.8 Earths,0.223 x Jupiter,0.139 AU,18.7 days,0.0,
3122,Super Earth,2014,3.02 Earths,1.55 x Earth,0.063 AU,5.7 days,0.0,
3123,Neptune-like,2014,9.22 Earths,0.267 x Jupiter,0.092 AU,9.9 days,0.0,
3124,Super Earth,2016,2.3 Earths,1.32 x Earth,0.0192 AU,1 days,0.0,
3125,Super Earth,2014,3.15 Earths,1.59 x Earth,0.027 AU,1.6 days,0.0,
3126,Neptune-like,2014,5.27 Earths,2.15 x Earth,0.045 AU,3.4 days,0.0,
3127,Neptune-like,2014,6.71 Earths,0.221 x Jupiter,0.064 AU,5.8 days,0.0,
3128,Neptune-like,2014,6.12 Earths,0.21 x Jupiter,0.096 AU,10.7 days,0.0,
3129,Neptune-like,2014,7.32 Earths,0.233 x Jupiter,0.034 AU,2.4 days,0.0,
3130,Neptune-like,2014,25.2 Earths,0.483 x Jupiter,0.066 AU,6.6 days,0.0,
3131,Neptune-like,2014,21.7 Earths,0.442 x Jupiter,0.16 AU,24.7 days,0.0,
3132,Neptune-like,2014,15.5 Earths,0.362 x Jupiter,0.103 AU,13.2 days,0.0,
3133,Neptune-like,2014,12.7 Earths,0.322 x Jupiter,0.193 AU,33.7 days,0.0,
3134,Neptune-like,2014,8.25 Earths,0.25 x Jupiter,0.079 AU,8.1 days,0.0,
3135,Neptune-like,2014,7.75 Earths,0.241 x Jupiter,0.217 AU,36.9 days,0.0,
3136,Neptune-like,2011,8.7 Earths,0.245 x Jupiter,0.0685 AU,6.2 days,0.0,
3137,Neptune-like,2011,15.2 Earths,0.465 x Jupiter,0.1101 AU,12.7 days,0.01,
3138,Gas Giant,2014,0.226 Jupiters,0.894 x Jupiter,Unknown,122.4 days,0.13,
3139,Super Earth,2014,4.7 Earths,2.01 x Earth,0.075 AU,8.2 days,0.0,
3140,Super Earth,2014,3.68 Earths,1.74 x Earth,0.332 AU,76.1 days,0.0,
3141,Neptune-like,2014,5.39 Earths,2.18 x Earth,0.088 AU,10.4 days,0.0,
3142,Super Earth,2014,4.66 Earths,2.0 x Earth,0.156 AU,24.6 days,0.0,
3143,Super Earth,2014,2.42 Earths,1.36 x Earth,0.108 AU,13.1 days,0.0,
3144,Super Earth,2014,3.33 Earths,1.64 x Earth,0.152 AU,21.9 days,0.0,
3145,Neptune-like,2014,7.61 Earths,0.238 x Jupiter,0.12 AU,16.6 days,0.0,
3146,Neptune-like,2014,6.66 Earths,0.22 x Jupiter,0.242 AU,47.3 days,0.0,
3147,Neptune-like,2014,11.1 Earths,0.297 x Jupiter,0.249 AU,40.8 days,0.0,
3148,Neptune-like,2014,8.4 Earths,0.252 x Jupiter,0.566 AU,140.1 days,0.0,
3149,Super Earth,2014,4.12 Earths,1.86 x Earth,0.069 AU,6.8 days,0.0,
3150,Neptune-like,2014,7.41 Earths,0.235 x Jupiter,0.127 AU,17 days,0.0,
3151,Neptune-like,2014,6.76 Earths,0.222 x Jupiter,0.236 AU,43.1 days,0.0,
3152,Neptune-like,2014,7.22 Earths,0.231 x Jupiter,0.319 AU,67.8 days,0.0,
3153,Neptune-like,2014,6.71 Earths,0.221 x Jupiter,0.071 AU,6.6 days,0.0,
3154,Neptune-like,2014,14.4 Earths,0.347 x Jupiter,0.457 AU,107.7 days,0.0,
3155,Super Earth,2014,37.9 Earths,1.98 x Earth,0.037 AU,3.4 days,0.0,
3156,Neptune-like,2014,5.18 Earths,2.13 x Earth,0.06 AU,6.9 days,0.0,
3157,Neptune-like,2014,5.77 Earths,0.203 x Jupiter,0.154 AU,28.5 days,0.0,
3158,Neptune-like,2014,7.04 Earths,0.227 x Jupiter,0.18 AU,25.9 days,0.0,
3159,Neptune-like,2014,11.4 Earths,0.302 x Jupiter,0.391 AU,83.4 days,0.0,
3160,Neptune-like,2014,6.66 Earths,0.22 x Jupiter,0.061 AU,5.3 days,0.0,
3161,Super Earth,2014,3.5 Earths,1.69 x Earth,0.081 AU,8.1 days,0.0,
3162,Neptune-like,2011,5.12 Earths,0.248 x Jupiter,0.08551 AU,12.3 days,0.0,
3163,Neptune-like,2011,6.2 Earths,0.243 x Jupiter,0.10725 AU,17.3 days,0.0,
3164,Super Earth,2014,1.24 Earths,1.07 x Earth,0.039 AU,3.5 days,0.0,
3165,Neptune-like,2014,6.39 Earths,0.215 x Jupiter,0.22 AU,46.8 days,0.0,
3166,Super Earth,2014,4.7 Earths,2.01 x Earth,0.107 AU,11.5 days,0.0,
3167,Super Earth,2014,3.78 Earths,1.77 x Earth,0.18 AU,25.3 days,0.0,
3168,Super Earth,2014,2.04 Earths,1.23 x Earth,0.0881 AU,10.4 days,0.0,
3169,Terrestrial,2014,0.809 Earths,0.95 x Earth,0.0702 AU,7.4 days,0.0,
3170,Terrestrial,2016,0.219 Earths,0.66 x Earth,0.0558 AU,5.2 days,0.0,
3171,Super Earth,2014,0.245 Jupiters,1.43 x Earth,0.038 AU,3 days,0.0,
3172,Super Earth,2014,0.308 Jupiters,1.79 x Earth,0.061 AU,6.1 days,0.0,
3173,Neptune-like,2014,5.69 Earths,0.201 x Jupiter,0.091 AU,10.9 days,0.0,
3174,Super Earth,2014,2.86 Earths,1.5 x Earth,0.037 AU,2.9 days,0.0,
3175,Super Earth,2014,4.58 Earths,1.98 x Earth,0.073 AU,8 days,0.0,
3176,Super Earth,2014,2.99 Earths,1.54 x Earth,0.101 AU,11.6 days,0.0,
3177,Super Earth,2014,4.04 Earths,1.84 x Earth,0.204 AU,33.2 days,0.0,
3178,Neptune-like,2014,6.08 Earths,0.209 x Jupiter,0.098 AU,10.3 days,0.0,
3179,Neptune-like,2014,11.4 Earths,0.302 x Jupiter,0.132 AU,16.1 days,0.0,
3180,Neptune-like,2014,11.1 Earths,0.297 x Jupiter,0.224 AU,35.7 days,0.0,
3181,Neptune-like,2014,8.6 Earths,0.256 x Jupiter,0.119 AU,14.1 days,0.0,
3182,Super Earth,2013,16.6 Earths,0.259 x Jupiter,0.1994 AU,31.9 days,0.0,
3183,Super Earth,2013,16.3 Earths,0.25 x Jupiter,0.2642 AU,48.6 days,0.0,
3184,Gas Giant,2013,0.275 Jupiters,0.261 x Jupiter,0.1385 AU,17.3 days,0.0,
3185,Gas Giant,2013,0.202 Jupiters,0.3 x Jupiter,0.2129 AU,33 days,0.0,
3186,Neptune-like,2014,15.6 Earths,0.363 x Jupiter,0.207 AU,30.2 days,0.04,
3187,Neptune-like,2014,12.6 Earths,0.32 x Jupiter,0.294 AU,51.1 days,0.51,
3188,Neptune-like,2014,12.8 Earths,0.323 x Jupiter,0.112 AU,12.3 days,0.0,
3189,Gas Giant,2013,0.155 Jupiters,0.384 x Jupiter,0.2236 AU,35.7 days,0.0,
3190,Neptune-like,2013,37.5 Earths,0.277 x Jupiter,0.2901 AU,54.4 days,0.0,
3191,Gas Giant,2011,9.11 Jupiters,0.357 x Jupiter,0.118 AU,15.3 days,0.0,
3192,Gas Giant,2011,13.8 Jupiters,0.437 x Jupiter,0.191 AU,31.3 days,0.0,
3193,Neptune-like,2021,7.78 Earths,0.241 x Jupiter,0.0668 AU,6.5 days,0.0,
3194,Super Earth,2014,2.7 Earths,1.45 x Earth,0.032 AU,2.1 days,0.0,
3195,Super Earth,2014,4.7 Earths,2.01 x Earth,0.056 AU,4.8 days,0.0,
3196,Neptune-like,2014,8.35 Earths,0.252 x Jupiter,0.117 AU,14.6 days,0.0,
3197,Neptune-like,2014,24.4 Earths,0.474 x Jupiter,0.215 AU,36.3 days,0.0,
3198,Neptune-like,2021,29.5 Earths,0.53 x Jupiter,0.5456 AU,148.3 days,0.0,
3199,Super Earth,2014,1.01 Earths,1.01 x Earth,0.082 AU,9.2 days,0.0,
3200,Super Earth,2014,1.87 Earths,1.2 x Earth,0.106 AU,13.6 days,0.0,
3201,Super Earth,2013,0.192 Jupiters,0.219 x Jupiter,0.154 AU,24.8 days,0.0,
3202,Gas Giant,2013,0.177 Jupiters,0.277 x Jupiter,0.2269 AU,44.3 days,0.0,
3203,Neptune-like,2014,5.18 Earths,2.13 x Earth,0.082 AU,11 days,0.0,
3204,Super Earth,2014,3.97 Earths,1.82 x Earth,0.341 AU,92.7 days,0.0,
3205,Neptune-like,2014,5.65 Earths,0.2 x Jupiter,0.104 AU,12.7 days,0.0,
3206,Neptune-like,2014,7.32 Earths,0.233 x Jupiter,0.213 AU,37.5 days,0.0,
3207,Super Earth,2014,2.36 Earths,1.34 x Earth,0.036 AU,2.6 days,0.0,
3208,Super Earth,2014,1.46 Earths,1.12 x Earth,0.064 AU,6.2 days,0.0,
3209,Super Earth,2014,2.07 Earths,1.24 x Earth,0.027 AU,1.8 days,0.0,
3210,Super Earth,2014,2.45 Earths,1.37 x Earth,0.042 AU,3.5 days,0.0,
3211,Super Earth,2014,2.33 Earths,1.33 x Earth,0.061 AU,5.9 days,0.0,
3212,Super Earth,2014,3.78 Earths,1.77 x Earth,0.176 AU,29.2 days,0.0,
3213,Neptune-like,2014,6.04 Earths,0.208 x Jupiter,0.145 AU,20.3 days,0.0,
3214,Neptune-like,2014,10.7 Earths,0.291 x Jupiter,0.246 AU,44.9 days,0.0,
3215,Super Earth,2014,3.43 Earths,1.67 x Earth,0.065 AU,6.1 days,0.0,
3216,Neptune-like,2014,8.5 Earths,0.254 x Jupiter,0.14 AU,19.3 days,0.0,
3217,Neptune-like,2014,7.61 Earths,0.238 x Jupiter,0.287 AU,56.6 days,0.0,
3218,Super Earth,2014,7.3 Earths,2.15 x Earth,0.21 AU,34.5 days,0.0,
3219,Gas Giant,2014,0.42 Jupiters,1.034 x Jupiter,0.51 AU,125.9 days,0.0,
3220,Neptune-like,2014,4 Earths,0.239 x Jupiter,0.33 AU,66.1 days,0.0,
3221,Neptune-like,2011,1.51 Jupiters,0.321 x Jupiter,0.062 AU,5.9 days,0.0,
3222,Neptune-like,2011,1.36 Jupiters,0.303 x Jupiter,0.081 AU,9 days,0.0,
3223,Neptune-like,2014,5.69 Earths,0.201 x Jupiter,0.11 AU,14.6 days,0.0,
3224,Neptune-like,2014,7.75 Earths,0.241 x Jupiter,0.205 AU,36.8 days,0.0,
3225,Neptune-like,2014,5.31 Earths,2.16 x Earth,0.047 AU,3.5 days,0.0,
3226,Super Earth,2014,4.19 Earths,1.88 x Earth,0.065 AU,5.7 days,0.0,
3227,Super Earth,2014,2.3 Earths,1.32 x Earth,0.035 AU,2.6 days,0.0,
3228,Super Earth,2014,2.76 Earths,1.47 x Earth,0.045 AU,3.7 days,0.0,
3229,Neptune-like,2014,5.6 Earths,2.23 x Earth,0.068 AU,7.1 days,0.0,
3230,Neptune-like,2014,7.61 Earths,0.238 x Jupiter,0.097 AU,12 days,0.0,
3231,Neptune-like,2014,6.12 Earths,0.21 x Jupiter,0.141 AU,20.8 days,0.0,
3232,Neptune-like,2014,9.64 Earths,0.274 x Jupiter,0.144 AU,19.3 days,0.0,
3233,Neptune-like,2014,14 Earths,0.342 x Jupiter,0.286 AU,54.2 days,0.0,
3234,Super Earth,2014,3.78 Earths,1.77 x Earth,0.048 AU,3.7 days,0.0,
3235,Neptune-like,2014,7.8 Earths,0.242 x Jupiter,0.071 AU,6.6 days,0.0,
3236,Super Earth,2014,1.98 Earths,1.22 x Earth,0.099 AU,12.6 days,0.0,
3237,Super Earth,2014,1.71 Earths,1.17 x Earth,0.142 AU,21.5 days,0.0,
3238,Super Earth,2014,2.42 Earths,1.36 x Earth,0.192 AU,33.9 days,0.0,
3239,Super Earth,2014,3.22 Earths,1.61 x Earth,0.079 AU,10.9 days,< 0.33,
3240,Neptune-like,2014,4.66 Earths,2.0 x Earth,0.0521 AU,5.8 days,< 0.33,
3241,Neptune-like,2014,5.02 Earths,2.09 x Earth,0.118 AU,19.9 days,< 0.33,
3242,Super Earth,2014,2.96 Earths,1.53 x Earth,0.169 AU,34.1 days,< 0.33,
3243,Super Earth,2014,3.89 Earths,1.8 x Earth,0.255 AU,63.3 days,< 0.33,
3244,Gas Giant,2014,0.153 Jupiters,0.256 x Jupiter,0.217 AU,38.9 days,0.0,
3245,Gas Giant,2014,0.132 Jupiters,0.583 x Jupiter,0.336 AU,74.9 days,0.0,
3246,Super Earth,2014,4.5 Earths,1.96 x Earth,0.08 AU,10.5 days,0.0,
3247,Super Earth,2014,4.38 Earths,1.93 x Earth,0.136 AU,22.9 days,0.0,
3248,Neptune-like,2014,6.8 Earths,0.223 x Jupiter,0.305 AU,77.5 days,0.0,
3249,Super Earth,2014,2.3 Earths,1.32 x Earth,0.04 AU,2.9 days,0.0,
3250,Neptune-like,2014,7.51 Earths,0.236 x Jupiter,0.07 AU,6.9 days,0.0,
3251,Super Earth,2014,4.12 Earths,1.86 x Earth,0.118 AU,15.1 days,0.0,
3252,Super Earth,2014,4.16 Earths,1.87 x Earth,0.22 AU,38.3 days,0.0,
3253,Neptune-like,2011,5 Earths,0.227 x Jupiter,0.0919 AU,10.3 days,0.0,
3254,Neptune-like,2011,4.5 Earths,0.209 x Jupiter,0.1087 AU,13.3 days,0.0,
3255,Super Earth,2014,3.43 Earths,1.67 x Earth,0.094 AU,10.4 days,0.0,
3256,Neptune-like,2014,5.69 Earths,0.201 x Jupiter,0.232 AU,40.7 days,0.0,
3257,Super Earth,2014,2.39 Earths,1.35 x Earth,0.036 AU,2.5 days,0.0,
3258,Super Earth,2014,2.39 Earths,1.35 x Earth,0.06 AU,5.4 days,0.0,
3259,Super Earth,2014,3.71 Earths,1.75 x Earth,0.112 AU,13.8 days,0.0,
3260,Neptune-like,2014,15.5 Earths,0.362 x Jupiter,0.193 AU,30.2 days,0.0,
3261,Gas Giant,2014,Unknown,1.111 x Jupiter,0.503 AU,127.3 days,0.0,
3262,Terrestrial,2014,0.64 Earths,0.89 x Earth,0.024 AU,1.9 days,0.0,
3263,Super Earth,2014,1.55 Earths,1.14 x Earth,0.057 AU,7.1 days,0.0,
3264,Neptune-like,2014,8.55 Earths,0.255 x Jupiter,0.039 AU,3.3 days,0.0,
3265,Neptune-like,2014,5.35 Earths,2.17 x Earth,0.054 AU,5.3 days,0.0,
3266,Neptune-like,2014,8 Earths,0.245 x Jupiter,0.08 AU,9.7 days,0.0,
3267,Super Earth,2016,1.87 Earths,1.2 x Earth,0.0232 AU,1.5 days,0.0,
3268,Neptune-like,2013,10.5 Earths,0.321 x Jupiter,0.0571 AU,5.5 days,0.0,
3269,Neptune-like,2013,6 Earths,0.294 x Jupiter,0.0752 AU,8.3 days,0.0,
3270,Neptune-like,2014,9.1 Earths,0.242 x Jupiter,0.121 AU,16.7 days,0.0,
3271,Super Earth,2020,3.87 Earths,1.794 x Earth,0.0399 AU,3.2 days,0.0,
3272,Super Earth,2014,2.92 Earths,1.52 x Earth,0.05 AU,4.6 days,0.0,
3273,Neptune-like,2014,6.12 Earths,0.21 x Jupiter,0.067 AU,7.2 days,0.0,
3274,Neptune-like,2014,6.66 Earths,0.22 x Jupiter,0.12 AU,17.3 days,0.0,
3275,Neptune-like,2014,5.77 Earths,0.203 x Jupiter,0.227 AU,44.8 days,0.0,
3276,Neptune-like,2013,7.44 Earths,0.217 x Jupiter,0.0917 AU,10.4 days,0.0,
3277,Neptune-like,2013,3.64 Earths,2.2 x Earth,0.1068 AU,13.1 days,0.0,
3278,Neptune-like,2014,5.14 Earths,2.12 x Earth,0.09 AU,9.7 days,0.0,
3279,Neptune-like,2014,5.31 Earths,2.16 x Earth,0.123 AU,15.4 days,0.0,
3280,Super Earth,2014,3.05 Earths,1.56 x Earth,0.059 AU,5.9 days,0.0,
3281,Neptune-like,2014,6.85 Earths,0.224 x Jupiter,0.401 AU,105.4 days,0.0,
3282,Neptune-like,2012,11.3 Earths,0.348 x Jupiter,0.18 AU,29.3 days,0.04,
3283,Gas Giant,2012,2.01 Jupiters,1.097 x Jupiter,0.3 AU,60.3 days,0.01,
3284,Neptune-like,2012,23.1 Earths,0.785 x Jupiter,0.5 AU,143.3 days,0.02,
3285,Super Earth,2014,1.81 Earths,1.19 x Earth,0.111 AU,13.9 days,0.0,
3286,Neptune-like,2014,11.4 Earths,0.302 x Jupiter,0.281 AU,56.5 days,0.0,
3287,Super Earth,2014,7 Earths,0.22 x Jupiter,0.392 AU,92.9 days,0.0,
3288,Super Earth,2014,3.53 Earths,1.7 x Earth,0.087 AU,9.2 days,0.0,
3289,Super Earth,2014,2.63 Earths,1.43 x Earth,0.145 AU,19.7 days,0.0,
3290,Super Earth,2014,2.21 Earths,1.29 x Earth,0.031 AU,1.8 days,0.0,
3291,Neptune-like,2014,10.1 Earths,0.281 x Jupiter,0.153 AU,19.7 days,0.0,
3292,Neptune-like,2014,6.94 Earths,0.226 x Jupiter,0.125 AU,15 days,0.0,
3293,Neptune-like,2014,7.13 Earths,0.229 x Jupiter,0.208 AU,32.3 days,0.0,
3294,Terrestrial,2014,0.498 Earths,0.83 x Earth,0.035 AU,2.5 days,0.0,
3295,Neptune-like,2014,8.75 Earths,0.259 x Jupiter,0.064 AU,6 days,0.0,
3296,Neptune-like,2014,13.7 Earths,0.336 x Jupiter,0.402 AU,96.1 days,0.0,
3297,Neptune-like,2014,16.1 Earths,0.37 x Jupiter,0.791 AU,265.5 days,0.0,
3298,Super Earth,2014,1.2 Earths,1.06 x Earth,0.027 AU,2.2 days,0.0,
3299,Super Earth,2014,1.65 Earths,1.16 x Earth,0.058 AU,6.8 days,0.0,
3300,Super Earth,2014,0.345 Jupiters,2.09 x Earth,0.061 AU,5.5 days,0.0,
3301,Super Earth,2014,3.61 Earths,1.72 x Earth,0.083 AU,8.8 days,0.0,
3302,Neptune-like,2014,19.9 Earths,0.42 x Jupiter,0.056 AU,4.7 days,0.0,
3303,Neptune-like,2014,13.1 Earths,0.328 x Jupiter,0.105 AU,11.8 days,0.0,
3304,Super Earth,2014,3.29 Earths,1.63 x Earth,0.051 AU,4.4 days,0.0,
3305,Neptune-like,2014,7.41 Earths,0.235 x Jupiter,0.069 AU,6.9 days,0.0,
3306,Neptune-like,2014,5.86 Earths,0.204 x Jupiter,0.191 AU,31.8 days,0.0,
3307,Neptune-like,2011,25.9 Earths,0.491 x Jupiter,0.16 AU,20.9 days,0.0,
3308,Gas Giant,2011,4.7 Jupiters,0.473 x Jupiter,0.26 AU,42.6 days,0.0,
3309,Gas Giant,2014,6.8 Jupiters,0.348 x Jupiter,0.4 AU,87.6 days,0.0,
3310,Super Earth,2014,1.55 Earths,1.14 x Earth,0.085 AU,8.4 days,0.0,
3311,Super Earth,2014,2.45 Earths,1.37 x Earth,0.142 AU,17.9 days,0.0,
3312,Super Earth,2014,3.78 Earths,1.77 x Earth,0.057 AU,4.9 days,0.0,
3313,Neptune-like,2014,5.99 Earths,0.207 x Jupiter,0.11 AU,13.1 days,0.0,
3314,Super Earth,2014,1.01 Earths,1.01 x Earth,0.027 AU,1.7 days,0.0,
3315,Super Earth,2014,3.43 Earths,1.67 x Earth,0.051 AU,4.3 days,0.0,
3316,Super Earth,2014,2.153 Jupiters,1.43 x Earth,0.028 AU,1.7 days,0.0,
3317,Super Earth,2014,0.251 Jupiters,1.63 x Earth,0.046 AU,3.6 days,0.0,
3318,Super Earth,2014,1.55 Earths,1.14 x Earth,0.05 AU,4.4 days,0.0,
3319,Neptune-like,2014,10.1 Earths,0.281 x Jupiter,0.26 AU,51.8 days,0.0,
3320,Super Earth,2021,4.81 Earths,2.039 x Earth,0.1074 AU,14 days,0.0,
3321,Neptune-like,2014,8.8 Earths,0.26 x Jupiter,0.053 AU,4.5 days,0.0,
3322,Neptune-like,2014,6.99 Earths,0.227 x Jupiter,0.105 AU,12.8 days,0.0,
3323,Neptune-like,2014,8.2 Earths,0.249 x Jupiter,0.22 AU,38.7 days,0.0,
3324,Super Earth,2014,0.14 Jupiters,1.52 x Earth,0.032 AU,2.2 days,0.0,
3325,Super Earth,2014,17.4 Earths,1.4 x Earth,0.051 AU,4.6 days,0.0,
3326,Super Earth,2014,6.9 Earths,1.21 x Earth,0.066 AU,6.8 days,0.0,
3327,Super Earth,2014,1.41 Earths,1.11 x Earth,0.029 AU,2.5 days,0.0,
3328,Super Earth,2014,20.3 Earths,1.03 x Earth,0.047 AU,5.2 days,0.0,
3329,Super Earth,2014,3.64 Earths,1.73 x Earth,0.09 AU,14 days,0.0,
3330,Super Earth,2013,28.5 Earths,0.205 x Jupiter,0.2199 AU,34.9 days,0.0,
3331,Gas Giant,2013,39.4 Earths,0.482 x Jupiter,0.354 AU,71.3 days,0.0,
3332,Super Earth,2014,2.54 Earths,1.4 x Earth,0.061 AU,7.4 days,0.0,
3333,Super Earth,2014,4.38 Earths,1.93 x Earth,0.113 AU,18.7 days,0.0,
3334,Gas Giant,2011,4.1 Jupiters,2.2 x Earth,0.05 AU,5.9 days,0.0,
3335,Neptune-like,2011,0.5 Jupiters,2.0 x Earth,0.09 AU,8.8 days,0.0,
3336,Neptune-like,2012,7.75 Earths,0.241 x Jupiter,0.13 AU,22.8 days,0.0,
3337,Super Earth,2012,2.86 Earths,1.5 x Earth,0.033 AU,2.9 days,0.0,
3338,Terrestrial,2012,0.477 Earths,0.82 x Earth,0.013 AU,0.7 days,0.0,
3339,Super Earth,2014,2.39 Earths,1.35 x Earth,0.075 AU,8.3 days,0.0,
3340,Super Earth,2014,4.46 Earths,1.95 x Earth,0.116 AU,16 days,0.0,
3341,Super Earth,2014,3.97 Earths,1.82 x Earth,0.065 AU,8.5 days,0.0,
3342,Super Earth,2014,4.04 Earths,1.84 x Earth,0.105 AU,17.3 days,0.0,
3343,Super Earth,2014,3.33 Earths,1.64 x Earth,0.159 AU,32.1 days,0.0,
3344,Super Earth,2014,1.71 Earths,1.17 x Earth,0.07 AU,7.6 days,0.0,
3345,Super Earth,2014,1.32 Earths,1.09 x Earth,0.114 AU,16 days,0.0,
3346,Super Earth,2014,1.76 Earths,1.18 x Earth,0.189 AU,34.2 days,0.0,
3347,Super Earth,2014,28.2 Earths,1.32 x Earth,0.087 AU,12.6 days,0.0,
3348,Super Earth,2014,1.41 Earths,1.11 x Earth,0.135 AU,24.1 days,0.0,
3349,Super Earth,2014,1.46 Earths,1.12 x Earth,0.061 AU,5.5 days,0.0,
3350,Super Earth,2014,2.63 Earths,1.43 x Earth,0.107 AU,12.8 days,0.0,
3351,Super Earth,2014,2.57 Earths,1.41 x Earth,0.168 AU,25.1 days,0.0,
3352,Neptune-like,2014,11.4 Earths,0.302 x Jupiter,0.075 AU,6.6 days,0.0,
3353,Neptune-like,2014,9.64 Earths,0.274 x Jupiter,0.356 AU,67.8 days,0.0,
3354,Super Earth,2014,1.04 Earths,1.02 x Earth,0.033 AU,2 days,0.0,
3355,Neptune-like,2014,5.06 Earths,2.1 x Earth,0.092 AU,9.6 days,0.0,
3356,Neptune-like,2014,6.21 Earths,0.211 x Jupiter,0.154 AU,20.7 days,0.0,
3357,Super Earth,2014,2.99 Earths,1.54 x Earth,0.045 AU,3.3 days,0.0,
3358,Super Earth,2014,4.86 Earths,2.05 x Earth,0.093 AU,9.7 days,0.0,
3359,Super Earth,2014,30.6 Earths,0.218 x Jupiter,0.117 AU,13.7 days,0.04,
3360,Neptune-like,2014,6.08 Earths,0.209 x Jupiter,0.172 AU,24.3 days,0.03,
3361,Neptune-like,2014,9.27 Earths,0.268 x Jupiter,0.257 AU,44.4 days,0.03,
3362,Super Earth,2014,8.5 Earths,1.56 x Earth,0.0893 AU,9.3 days,0.05,Transit Timing Variations
3363,Super Earth,2014,2.6 Earths,1.42 x Earth,0.055 AU,5 days,0.0,
3364,Super Earth,2014,7.3 Earths,1.15 x Earth,0.069 AU,7 days,0.0,
3365,Super Earth,2014,14.7 Earths,1.17 x Earth,0.091 AU,10.6 days,0.0,
3366,Super Earth,2011,3.68 Earths,1.74 x Earth,0.0677 AU,5.7 days,0.0,
3367,Terrestrial,2011,0.39 Earths,0.285 x Jupiter,0.1189 AU,13.2 days,0.0,
3368,Neptune-like,2011,3.91 Earths,0.477 x Jupiter,0.1662 AU,21.8 days,0.0,
3369,Neptune-like,2011,5.57 Earths,0.359 x Jupiter,0.2138 AU,31.8 days,0.0,
3370,Neptune-like,2011,9.6 Earths,0.398 x Jupiter,0.2535 AU,41 days,0.0,
3371,Neptune-like,2014,6.94 Earths,0.226 x Jupiter,0.134 AU,14.8 days,0.0,
3372,Neptune-like,2014,11.3 Earths,0.301 x Jupiter,0.178 AU,22.8 days,0.0,
3373,Super Earth,2014,1.76 Earths,1.18 x Earth,0.06 AU,5.2 days,0.0,
3374,Super Earth,2014,3.53 Earths,1.7 x Earth,0.08 AU,8 days,0.0,
3375,Super Earth,2014,4.08 Earths,1.85 x Earth,0.182 AU,27.7 days,0.0,
3376,Super Earth,2014,4.62 Earths,1.99 x Earth,0.242 AU,42.5 days,0.0,
3377,Neptune-like,2014,5.69 Earths,0.201 x Jupiter,0.128 AU,15.2 days,0.0,
3378,Super Earth,2014,4.5 Earths,1.96 x Earth,0.185 AU,26.2 days,0.0,
3379,Neptune-like,2014,6.76 Earths,0.222 x Jupiter,0.242 AU,39.5 days,0.0,
3380,Terrestrial,2016,0.615 Earths,0.88 x Earth,0.0293 AU,1.6 days,0.0,
3381,Neptune-like,2014,6.39 Earths,0.215 x Jupiter,0.088 AU,9 days,0.0,
3382,Super Earth,2014,4.74 Earths,2.02 x Earth,0.167 AU,23.2 days,0.0,
3383,Neptune-like,2014,7.32 Earths,0.233 x Jupiter,0.153 AU,22 days,0.0,
3384,Neptune-like,2014,9.01 Earths,0.263 x Jupiter,0.488 AU,125.6 days,0.0,
3385,Terrestrial,2014,0.5 Earths,0.74 x Earth,0.066 AU,7.4 days,0.0,
3386,Super Earth,2014,2.2 Earths,1.2 x Earth,0.077 AU,9.4 days,0.0,
3387,Neptune-like,2014,7.56 Earths,0.237 x Jupiter,0.071 AU,6.5 days,0.0,
3388,Neptune-like,2014,9.64 Earths,0.274 x Jupiter,0.168 AU,23.9 days,0.0,
3389,Super Earth,2014,4.54 Earths,1.97 x Earth,0.11 AU,12.8 days,0.0,
3390,Super Earth,2014,3.71 Earths,1.75 x Earth,0.183 AU,27.3 days,0.0,
3391,Super Earth,2014,2.92 Earths,1.52 x Earth,0.076 AU,7.1 days,0.0,
3392,Super Earth,2014,2.33 Earths,1.33 x Earth,0.138 AU,17.3 days,0.0,
3393,Super Earth,2014,0.297 Jupiters,1.9 x Earth,0.065 AU,5.9 days,0.0,
3394,Super Earth,2014,4.5 Earths,1.96 x Earth,0.105 AU,12.2 days,0.0,
3395,Gas Giant,2011,0.22 Jupiters,0.764 x Jupiter,1.0896 AU,288.8 days,0.18,
3396,Super Earth,2014,4.08 Earths,1.85 x Earth,0.104 AU,11.2 days,0.0,
3397,Neptune-like,2013,6.1 Earths,0.277 x Jupiter,0.1385 AU,17.8 days,0.0,
3398,Super Earth,2013,14.9 Earths,0.25 x Jupiter,0.1786 AU,26.1 days,0.0,
3399,Neptune-like,2014,4.8 Earths,0.273 x Jupiter,0.214 AU,37.1 days,0.0,
3400,Neptune-like,2014,11.1 Earths,0.285 x Jupiter,0.287 AU,57.2 days,0.0,
3401,Neptune-like,2016,7.85 Earths,0.243 x Jupiter,0.5177 AU,142.5 days,0.0,
3402,Terrestrial,2014,0.566 Earths,0.86 x Earth,0.085 AU,10.1 days,0.0,
3403,Super Earth,2014,2.07 Earths,1.24 x Earth,0.118 AU,16.3 days,0.0,
3404,Terrestrial,2021,0.449 Earths,0.806 x Earth,0.0657 AU,6.9 days,0.0,
3405,Terrestrial,2014,0.64 Earths,0.89 x Earth,0.051 AU,5.8 days,0.0,
