id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink
3144,Kepler-262 c,2000,3.33 Earths,14.478,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5438/kepler-262-c/
3145,Kepler-263 b,2462,7.61 Earths,15.435,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5439/kepler-263-b/
3146,Kepler-263 c,2462,6.66 Earths,15.435,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5440/kepler-263-c/
3147,Kepler-264 b,3073,11.1 Earths,13.15,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5441/kepler-264-b/
3148,Kepler-264 c,3073,8.4 Earths,13.15,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4494/kepler-264-c/
3149,Kepler-265 b,4176,4.12 Earths,15.47,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5442/kepler-265-b/
3150,Kepler-265 c,4176,7.41 Earths,15.47,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5443/kepler-265-c/
3151,Kepler-265 d,4176,6.76 Earths,15.47,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5444/kepler-265-d/
3152,Kepler-265 e,4176,7.22 Earths,15.47,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4495/kepler-265-e/
3153,Kepler-266 b,4472,6.71 Earths,15.787,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5445/kepler-266-b/
3154,Kepler-266 c,4472,14.4 Earths,15.787,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5446/kepler-266-c/
3155,Kepler-267 b,864,37.9 Earths,16.69,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5447/kepler-267-b/
3156,Kepler-267 c,864,5.18 Earths,16.69,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4496/kepler-267-c/
3157,Kepler-267 d,864,5.77 Earths,16.69,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5448/kepler-267-d/
3158,Kepler-268 b,2779,7.04 Earths,13.844,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5449/kepler-268-b/
3159,Kepler-268 c,2779,11.4 Earths,13.844,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5450/kepler-268-c/
3160,Kepler-269 b,7363,6.66 Earths,15.646,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5451/kepler-269-b/
3161,Kepler-269 c,7363,3.5 Earths,15.646,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4497/kepler-269-c/
3162,Kepler-26 b,1094,5.12 Earths,15.853,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1607/kepler-26-b/
3163,Kepler-26 c,1094,6.2 Earths,15.853,2011,https://exoplanets.nasa.gov/exoplanet-catalog/461/kepler-26-c/
3164,Kepler-26 d,1094,1.24 Earths,15.853,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4491/kepler-26-d/
3165,Kepler-26 e,1094,6.39 Earths,15.853,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1608/kepler-26-e/
3166,Kepler-270 b,3095,4.7 Earths,13.9,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5452/kepler-270-b/
3167,Kepler-270 c,3095,3.78 Earths,13.9,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5453/kepler-270-c/
3168,Kepler-271 b,1320,2.04 Earths,13.578,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5454/kepler-271-b/
3169,Kepler-271 c,1320,0.809 Earths,13.578,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5455/kepler-271-c/
3170,Kepler-271 d,1320,0.219 Earths,13.578,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5410/kepler-271-d/
3171,Kepler-272 b,2902,0.245 Jupiters,14.811,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5456/kepler-272-b/
3172,Kepler-272 c,2902,0.308 Jupiters,14.811,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5535/kepler-272-c/
3173,Kepler-272 d,2902,5.69 Earths,14.811,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5536/kepler-272-d/
3174,Kepler-273 b,2329,2.86 Earths,15.1,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5537/kepler-273-b/
3175,Kepler-273 c,2329,4.58 Earths,15.1,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5538/kepler-273-c/
3176,Kepler-274 b,4350,2.99 Earths,15.238,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5539/kepler-274-b/
3177,Kepler-274 c,4350,4.04 Earths,15.238,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5540/kepler-274-c/
3178,Kepler-275 b,6636,6.08 Earths,15.289,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5541/kepler-275-b/
3179,Kepler-275 c,6636,11.4 Earths,15.289,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5542/kepler-275-c/
3180,Kepler-275 d,6636,11.1 Earths,15.289,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5543/kepler-275-d/
3181,Kepler-276 b,3735,8.6 Earths,15.481,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5544/kepler-276-b/
3182,Kepler-276 c,3735,16.6 Earths,15.481,2013,https://exoplanets.nasa.gov/exoplanet-catalog/5545/kepler-276-c/
3183,Kepler-276 d,3735,16.3 Earths,15.481,2013,https://exoplanets.nasa.gov/exoplanet-catalog/4498/kepler-276-d/
3184,Kepler-277 b,3186,0.275 Jupiters,13.544,2013,https://exoplanets.nasa.gov/exoplanet-catalog/5546/kepler-277-b/
3185,Kepler-277 c,3186,0.202 Jupiters,13.544,2013,https://exoplanets.nasa.gov/exoplanet-catalog/5547/kepler-277-c/
3186,Kepler-278 b,1445,15.6 Earths,11.811,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4579/kepler-278-b/
3187,Kepler-278 c,1445,12.6 Earths,11.811,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5548/kepler-278-c/
3188,Kepler-279 b,3384,12.8 Earths,13.647,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5549/kepler-279-b/
3189,Kepler-279 c,3384,0.155 Jupiters,13.647,2013,https://exoplanets.nasa.gov/exoplanet-catalog/5550/kepler-279-c/
3190,Kepler-279 d,3384,37.5 Earths,13.647,2013,https://exoplanets.nasa.gov/exoplanet-catalog/4580/kepler-279-d/
3191,Kepler-27 b,3407,9.11 Jupiters,15.822,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1609/kepler-27-b/
3192,Kepler-27 c,3407,13.8 Jupiters,15.822,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1610/kepler-27-c/
3193,Kepler-27 d,3407,7.78 Earths,15.822,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8069/kepler-27-d/
3194,Kepler-280 b,2546,2.7 Earths,14.35,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5551/kepler-280-b/
3195,Kepler-280 c,2546,4.7 Earths,14.35,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5552/kepler-280-c/
3196,Kepler-281 b,5694,8.35 Earths,15.931,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5553/kepler-281-b/
3197,Kepler-281 c,5694,24.4 Earths,15.931,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4582/kepler-281-c/
3198,Kepler-281 d,5694,29.5 Earths,15.931,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8334/kepler-281-d/
3199,Kepler-282 b,4363,1.01 Earths,15.444,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5554/kepler-282-b/
3200,Kepler-282 c,4363,1.87 Earths,15.444,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5555/kepler-282-c/
3201,Kepler-282 d,4363,0.192 Jupiters,15.444,2013,https://exoplanets.nasa.gov/exoplanet-catalog/5556/kepler-282-d/
3202,Kepler-282 e,4363,0.177 Jupiters,15.444,2013,https://exoplanets.nasa.gov/exoplanet-catalog/4583/kepler-282-e/
3203,Kepler-283 b,1527,5.18 Earths,16.216,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5557/kepler-283-b/
3204,Kepler-283 c,1527,3.97 Earths,16.216,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5558/kepler-283-c/
3205,Kepler-284 b,3366,5.65 Earths,15.944,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5559/kepler-284-b/
3206,Kepler-284 c,3366,7.32 Earths,15.944,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4584/kepler-284-c/
3207,Kepler-285 b,2689,2.36 Earths,15.198,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5560/kepler-285-b/
3208,Kepler-285 c,2689,1.46 Earths,15.198,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5640/kepler-285-c/
3209,Kepler-286 b,4002,2.07 Earths,15.863,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5641/kepler-286-b/
3210,Kepler-286 c,4002,2.45 Earths,15.863,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4585/kepler-286-c/
3211,Kepler-286 d,4002,2.33 Earths,15.863,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5642/kepler-286-d/
3212,Kepler-286 e,4002,3.78 Earths,15.863,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5643/kepler-286-e/
3213,Kepler-287 b,2727,6.04 Earths,14.952,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5644/kepler-287-b/
3214,Kepler-287 c,2727,10.7 Earths,14.952,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4586/kepler-287-c/
3215,Kepler-288 b,3895,3.43 Earths,15.283,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5645/kepler-288-b/
3216,Kepler-288 c,3895,8.5 Earths,15.283,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5646/kepler-288-c/
3217,Kepler-288 d,3895,7.61 Earths,15.283,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5647/kepler-288-d/
3218,Kepler-289 b,2298,7.3 Earths,14.142,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5648/kepler-289-b/
3219,Kepler-289 c,2298,0.42 Jupiters,14.142,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4587/kepler-289-c/
3220,Kepler-289 d,2298,4 Earths,14.142,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5649/kepler-289-d/
3221,Kepler-28 b,1430,1.51 Jupiters,15.13,2011,https://exoplanets.nasa.gov/exoplanet-catalog/4581/kepler-28-b/
3222,Kepler-28 c,1430,1.36 Jupiters,15.13,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1611/kepler-28-c/
3223,Kepler-290 b,2266,5.69 Earths,15.775,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5650/kepler-290-b/
3224,Kepler-290 c,2266,7.75 Earths,15.775,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5651/kepler-290-c/
3225,Kepler-291 b,5827,5.31 Earths,16.218,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4588/kepler-291-b/
3226,Kepler-291 c,5827,4.19 Earths,16.218,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5652/kepler-291-c/
3227,Kepler-292 b,3446,2.3 Earths,16.303,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5653/kepler-292-b/
3228,Kepler-292 c,3446,2.76 Earths,16.303,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5654/kepler-292-c/
3229,Kepler-292 d,3446,5.6 Earths,16.303,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4589/kepler-292-d/
3230,Kepler-292 e,3446,7.61 Earths,16.303,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5655/kepler-292-e/
3231,Kepler-292 f,3446,6.12 Earths,16.303,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5656/kepler-292-f/
3232,Kepler-293 b,3179,9.64 Earths,15.452,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5657/kepler-293-b/
3233,Kepler-293 c,3179,14 Earths,15.452,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4590/kepler-293-c/
3234,Kepler-294 b,4427,3.78 Earths,15.948,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5658/kepler-294-b/
3235,Kepler-294 c,4427,7.8 Earths,15.948,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5659/kepler-294-c/
3236,Kepler-295 b,5543,1.98 Earths,14.631,2014,https://exoplanets.nasa.gov/exoplanet-catalog/462/kepler-295-b/
3237,Kepler-295 c,5543,1.71 Earths,14.631,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5660/kepler-295-c/
3238,Kepler-295 d,5543,2.42 Earths,14.631,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4591/kepler-295-d/
3239,Kepler-296 b,545,3.22 Earths,16.363,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5661/kepler-296-b/
3240,Kepler-296 c,545,4.66 Earths,16.363,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5662/kepler-296-c/
3241,Kepler-296 d,545,5.02 Earths,16.363,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5663/kepler-296-d/
3242,Kepler-296 e,545,2.96 Earths,16.363,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4592/kepler-296-e/
3243,Kepler-296 f,545,3.89 Earths,16.363,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5742/kepler-296-f/
3244,Kepler-297 b,2258,0.153 Jupiters,14.326,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5743/kepler-297-b/
3245,Kepler-297 c,2258,0.132 Jupiters,14.326,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5744/kepler-297-c/
3246,Kepler-298 b,1690,4.5 Earths,15.617,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4593/kepler-298-b/
3247,Kepler-298 c,1690,4.38 Earths,15.617,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5745/kepler-298-c/
3248,Kepler-298 d,1690,6.8 Earths,15.617,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5746/kepler-298-d/
3249,Kepler-299 b,3432,2.3 Earths,15.232,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5747/kepler-299-b/
3250,Kepler-299 c,3432,7.51 Earths,15.232,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5748/kepler-299-c/
3251,Kepler-299 d,3432,4.12 Earths,15.232,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4594/kepler-299-d/
3252,Kepler-299 e,3432,4.16 Earths,15.232,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5749/kepler-299-e/
3253,Kepler-29 b,2716,5 Earths,15.547,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1612/kepler-29-b/
3254,Kepler-29 c,2716,4.5 Earths,15.547,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1613/kepler-29-c/
3255,Kepler-300 b,3583,3.43 Earths,14.25,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5750/kepler-300-b/
3256,Kepler-300 c,3583,5.69 Earths,14.25,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5751/kepler-300-c/
3257,Kepler-301 b,2346,2.39 Earths,14.458,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4596/kepler-301-b/
3258,Kepler-301 c,2346,2.39 Earths,14.458,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5752/kepler-301-c/
3259,Kepler-301 d,2346,3.71 Earths,14.458,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5753/kepler-301-d/
3260,Kepler-302 b,4575,15.5 Earths,15.694,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5754/kepler-302-b/
3261,Kepler-302 c,4575,Unknown,15.694,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5755/kepler-302-c/
3262,Kepler-303 b,684,0.64 Earths,14.917,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5756/kepler-303-b/
3263,Kepler-303 c,684,1.55 Earths,14.917,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5757/kepler-303-c/
3264,Kepler-304 b,1418,8.55 Earths,15.065,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5758/kepler-304-b/
3265,Kepler-304 c,1418,5.35 Earths,15.065,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5759/kepler-304-c/
3266,Kepler-304 d,1418,8 Earths,15.065,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5760/kepler-304-d/
3267,Kepler-304 e,1418,1.87 Earths,15.065,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4346/kepler-304-e/
3268,Kepler-305 b,2833,10.5 Earths,15.851,2013,https://exoplanets.nasa.gov/exoplanet-catalog/5761/kepler-305-b/
3269,Kepler-305 c,2833,6 Earths,15.851,2013,https://exoplanets.nasa.gov/exoplanet-catalog/5762/kepler-305-c/
3270,Kepler-305 d,2833,9.1 Earths,15.851,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5763/kepler-305-d/
3271,Kepler-305 e,2833,3.87 Earths,15.851,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7706/kepler-305-e/
3272,Kepler-306 b,2530,2.92 Earths,15.575,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5764/kepler-306-b/
3273,Kepler-306 c,2530,6.12 Earths,15.575,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5765/kepler-306-c/
3274,Kepler-306 d,2530,6.66 Earths,15.575,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4597/kepler-306-d/
3275,Kepler-306 e,2530,5.77 Earths,15.575,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5766/kepler-306-e/
3276,Kepler-307 b,1878,7.44 Earths,14.149,2013,https://exoplanets.nasa.gov/exoplanet-catalog/5849/kepler-307-b/
3277,Kepler-307 c,1878,3.64 Earths,14.149,2013,https://exoplanets.nasa.gov/exoplanet-catalog/5850/kepler-307-c/
3278,Kepler-308 b,4358,5.14 Earths,16.019,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4598/kepler-308-b/
3279,Kepler-308 c,4358,5.31 Earths,16.019,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5851/kepler-308-c/
3280,Kepler-309 b,1776,3.05 Earths,15.418,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5852/kepler-309-b/
3281,Kepler-309 c,1776,6.85 Earths,15.418,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5853/kepler-309-c/
3282,Kepler-30 b,2982,11.3 Earths,15.726,2012,https://exoplanets.nasa.gov/exoplanet-catalog/4595/kepler-30-b/
3283,Kepler-30 c,2982,2.01 Jupiters,15.726,2012,https://exoplanets.nasa.gov/exoplanet-catalog/1693/kepler-30-c/
3284,Kepler-30 d,2982,23.1 Earths,15.726,2012,https://exoplanets.nasa.gov/exoplanet-catalog/1694/kepler-30-d/
3285,Kepler-310 b,1965,1.81 Earths,14.376,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4600/kepler-310-b/
3286,Kepler-310 c,1965,11.4 Earths,14.376,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5854/kepler-310-c/
3287,Kepler-310 d,1965,7 Earths,14.376,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5855/kepler-310-d/
3288,Kepler-311 b,2540,3.53 Earths,13.902,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5856/kepler-311-b/
3289,Kepler-311 c,2540,2.63 Earths,13.902,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5857/kepler-311-c/
3290,Kepler-312 b,2602,2.21 Earths,13.01,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4601/kepler-312-b/
3291,Kepler-312 c,2602,10.1 Earths,13.01,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5858/kepler-312-c/
3292,Kepler-313 b,3521,6.94 Earths,14.304,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5859/kepler-313-b/
3293,Kepler-313 c,3521,7.13 Earths,14.304,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5860/kepler-313-c/
3294,Kepler-314 b,877,0.498 Earths,12.64,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4602/kepler-314-b/
3295,Kepler-314 c,877,8.75 Earths,12.64,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5861/kepler-314-c/
3296,Kepler-315 b,3786,13.7 Earths,15.546,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5862/kepler-315-b/
3297,Kepler-315 c,3786,16.1 Earths,15.546,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5863/kepler-315-c/
3298,Kepler-316 b,1256,1.2 Earths,15.81,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4603/kepler-316-b/
3299,Kepler-316 c,1256,1.65 Earths,15.81,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5864/kepler-316-c/
3300,Kepler-317 b,3068,0.345 Jupiters,15.665,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5865/kepler-317-b/
3301,Kepler-317 c,3068,3.61 Earths,15.665,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5866/kepler-317-c/
3302,Kepler-318 b,1596,19.9 Earths,13.442,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4684/kepler-318-b/
3303,Kepler-318 c,1596,13.1 Earths,13.442,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5867/kepler-318-c/
3304,Kepler-319 b,1642,3.29 Earths,13.926,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5868/kepler-319-b/
3305,Kepler-319 c,1642,7.41 Earths,13.926,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5869/kepler-319-c/
3306,Kepler-319 d,1642,5.86 Earths,13.926,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5870/kepler-319-d/
3307,Kepler-31 b,5430,25.9 Earths,15.496,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1695/kepler-31-b/
3308,Kepler-31 c,5430,4.7 Jupiters,15.496,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1696/kepler-31-c/
3309,Kepler-31 d,5430,6.8 Jupiters,15.496,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4599/kepler-31-d/
3310,Kepler-320 b,2696,1.55 Earths,13.494,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4686/kepler-320-b/
3311,Kepler-320 c,2696,2.45 Earths,13.494,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5871/kepler-320-c/
3312,Kepler-321 b,1254,3.78 Earths,12.918,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5872/kepler-321-b/
3313,Kepler-321 c,1254,5.99 Earths,12.918,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5873/kepler-321-c/
3314,Kepler-322 b,1306,1.01 Earths,13.687,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4687/kepler-322-b/
3315,Kepler-322 c,1306,3.43 Earths,13.687,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5955/kepler-322-c/
3316,Kepler-323 b,1484,2.153 Jupiters,12.78,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5956/kepler-323-b/
3317,Kepler-323 c,1484,0.251 Jupiters,12.78,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5957/kepler-323-c/
3318,Kepler-324 b,1636,1.55 Earths,14.222,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4688/kepler-324-b/
3319,Kepler-324 c,1636,10.1 Earths,14.222,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5958/kepler-324-c/
3320,Kepler-324 e,1636,4.81 Earths,14.222,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8274/kepler-324-e/
3321,Kepler-325 b,2685,8.8 Earths,15.175,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5959/kepler-325-b/
3322,Kepler-325 c,2685,6.99 Earths,15.175,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5960/kepler-325-c/
3323,Kepler-325 d,2685,8.2 Earths,15.175,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4689/kepler-325-d/
3324,Kepler-326 b,1591,0.14 Jupiters,13.734,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5961/kepler-326-b/
3325,Kepler-326 c,1591,17.4 Earths,13.734,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5962/kepler-326-c/
3326,Kepler-326 d,1591,6.9 Earths,13.734,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5963/kepler-326-d/
3327,Kepler-327 b,789,1.41 Earths,15.611,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5964/kepler-327-b/
3328,Kepler-327 c,789,20.3 Earths,15.611,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4690/kepler-327-c/
3329,Kepler-327 d,789,3.64 Earths,15.611,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5965/kepler-327-d/
3330,Kepler-328 b,7219,28.5 Earths,15.794,2013,https://exoplanets.nasa.gov/exoplanet-catalog/5966/kepler-328-b/
3331,Kepler-328 c,7219,39.4 Earths,15.794,2013,https://exoplanets.nasa.gov/exoplanet-catalog/463/kepler-328-c/
3332,Kepler-329 b,1434,2.54 Earths,15.886,2014,https://exoplanets.nasa.gov/exoplanet-catalog/4691/kepler-329-b/
3333,Kepler-329 c,1434,4.38 Earths,15.886,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5967/kepler-329-c/
3334,Kepler-32 b,1056,4.1 Jupiters,16.36,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1697/kepler-32-b/
3335,Kepler-32 c,1056,0.5 Jupiters,16.36,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1698/kepler-32-c/
3336,Kepler-32 d,1056,7.75 Earths,16.36,2012,https://exoplanets.nasa.gov/exoplanet-catalog/1699/kepler-32-d/
3337,Kepler-32 e,1056,2.86 Earths,16.36,2012,https://exoplanets.nasa.gov/exoplanet-catalog/4685/kepler-32-e/
3338,Kepler-32 f,1056,0.477 Earths,16.36,2012,https://exoplanets.nasa.gov/exoplanet-catalog/1700/kepler-32-f/
3339,Kepler-330 b,2341,2.39 Earths,15.569,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5968/kepler-330-b/
